date,8213
2019/04,37.85
2019/05,35.85
2019/06,36.9
2019/07,40.65
2019/08,37.05
2019/09,35.9
2019/10,36.6
2019/11,36.6
2019/12,36.55
2020/01,33.2
2020/02,32.35
2020/03,28.85
